id,type,name,dealNo,name_En,productSize,productSize_En,slug,ratingCount,ratingAverage,reviewsCount,shortDescription,shortDescription_En,description,description_En,categoryId,cateName,cateName_En,cateMetaTags,sku,rankDiscount,rootPrice,displayRootPrice,price,displayPrice,rankDiscountAmount,priceDiscountDisPlay,realPrice,oldPriceDisPlay,percentOfSavingDisPlay,currency,parentId,images,hasOptions,thumbnailImage,promotionLink,productNote,productImages,isParent,attributes,attributeValues,productOptionValues,productOptions,productVariations,displayOrder,isLove,metaTags,isRequiredProductOption,percentOfPriceDiscount,brandCode,url,urlDisplay,barcode,uomId,uomName,refPrice,refPriceDisplay,requiredQuantity,promotion,invAvailableQty,menuCategoryId,processingType,hasDefaultRelatedProducts,saleCount,freeshipCouponLabel,productSizes,comboGroups,productMenuIsDisable,productMenuDisableNote,calculatedPrice.price,calculatedPrice.oldPrice,calculatedPrice.rootPriceWithoutTax,calculatedPrice.rootPriceWithTax,calculatedPrice.vat,calculatedPrice.priceIncVat,productThumbnail.dir,productThumbnail.full,productThumbnail.medium,productThumbnail.thumbnail
1877,0,Trà Hoa Cúc Mật Ong,,Tra Hoa Cuc Mat Ong,,,tra-hoa-cuc-mat-ong-1877,0,0.0,0,,,,,1088,Trà Trái Cây,,,KTN01036,0.0,54000.0,"54,000₫",54000.0,"54,000₫",0.0,,0.0,,,,,[],False,DRINK_Trà-Hoa-Cúc-Mật-Ong_800x800.jpg,,,[],True,,[],[],[],[],70,False,,True,0,KATINAT,,Products/katinat/tra-hoa-cuc-mat-ong-1877,,Ly,Ly,,,0,,,1088,0,False,0,,L ,,False,,54000.0,,50000.0,54000.0,8,True,DRINK_Trà-Hoa-Cúc-Mật-Ong_800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/full/DRINK_Tr%C3%A0-Hoa-C%C3%BAc-M%E1%BA%ADt-Ong_800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/medium/DRINK_Tr%C3%A0-Hoa-C%C3%BAc-M%E1%BA%ADt-Ong_800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/thumbnail/DRINK_Tr%C3%A0-Hoa-C%C3%BAc-M%E1%BA%ADt-Ong_800x800.jpg
1874,0,Trà Vải,,Tra Vai,,,tra-vai-1874,2,0.8333333333333334,0,,,,,1088,Trà Trái Cây,,,KTN01033,0.0,44000.0,"44,000₫",44000.0,"44,000₫",0.0,,0.0,,,,,[],False,DRINK_Trà-Vải_800x800.jpg,,,[],True,,[],[],[],[],50,False,,True,0,KATINAT,,Products/katinat/tra-vai-1874,,Ly,Ly,,,0,,,1088,0,False,0,,"L , M ",,False,,44000.0,,40740.74074074074,44000.0,8,True,DRINK_Trà-Vải_800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/full/DRINK_Tr%C3%A0-V%E1%BA%A3i_800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/medium/DRINK_Tr%C3%A0-V%E1%BA%A3i_800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/thumbnail/DRINK_Tr%C3%A0-V%E1%BA%A3i_800x800.jpg
1872,0,Trà Cam Quế Hồng Đài,,Tra Cam Que Hong Dai,,,tra-cam-que-hong-dai-1872,0,0.0,0,,,,,1088,Trà Trái Cây,,,KTN01031,0.0,54000.0,"54,000₫",54000.0,"54,000₫",0.0,,0.0,,,,,[],False,DRINK_Trà-Cam-Quế-Hồng-Đài_800x800.jpg,,,[],True,,[],[],[],[],40,False,,True,0,KATINAT,,Products/katinat/tra-cam-que-hong-dai-1872,,Ly,Ly,,,0,,,1088,0,False,0,,L ,,False,,54000.0,,50000.0,54000.0,8,True,DRINK_Trà-Cam-Quế-Hồng-Đài_800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/full/DRINK_Tr%C3%A0-Cam-Qu%E1%BA%BF-H%E1%BB%93ng-%C4%90%C3%A0i_800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/medium/DRINK_Tr%C3%A0-Cam-Qu%E1%BA%BF-H%E1%BB%93ng-%C4%90%C3%A0i_800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/thumbnail/DRINK_Tr%C3%A0-Cam-Qu%E1%BA%BF-H%E1%BB%93ng-%C4%90%C3%A0i_800x800.jpg
1879,0,Trà Oolong Me Dứa,,Tra Oolong Me Dua,,,tra-oolong-me-dua-1879,1,1.5,0,,,,,1088,Trà Trái Cây,,,KTN01038,0.0,64000.0,"64,000₫",64000.0,"64,000₫",0.0,,0.0,,,,,[],False,DRINK_Me-Dứa_800x800.jpg,,,[],True,,[],[],[],[],30,False,,True,0,KATINAT,,Products/katinat/tra-oolong-me-dua-1879,,Ly,Ly,,,0,,,1088,0,False,0,,L ,,False,,64000.0,,59259.25925925926,64000.0,8,True,DRINK_Me-Dứa_800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/full/DRINK_Me-D%E1%BB%A9a_800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/medium/DRINK_Me-D%E1%BB%A9a_800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/thumbnail/DRINK_Me-D%E1%BB%A9a_800x800.jpg
1870,0,Trà Đào Hồng Đài,,Tra Dao Hong Dai,,,tra-dao-hong-dai-1870,2,2.5,0,,,,,1088,Trà Trái Cây,,,KTN01029,0.0,64000.0,"64,000₫",64000.0,"64,000₫",0.0,,0.0,,,,,[],False,DRINK_Trà-Đào-Hồng-Đài.jpg,,,[],True,,[],[],[],[],20,False,,True,0,KATINAT,,Products/katinat/tra-dao-hong-dai-1870,,Ly,Ly,,,0,,,1088,0,False,0,,L ,,False,,64000.0,,59259.25925925926,64000.0,8,True,DRINK_Trà-Đào-Hồng-Đài.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/full/DRINK_Tr%C3%A0-%C4%90%C3%A0o-H%E1%BB%93ng-%C4%90%C3%A0i.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/medium/DRINK_Tr%C3%A0-%C4%90%C3%A0o-H%E1%BB%93ng-%C4%90%C3%A0i.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/thumbnail/DRINK_Tr%C3%A0-%C4%90%C3%A0o-H%E1%BB%93ng-%C4%90%C3%A0i.jpg
1881,0,Trà Oolong Dâu Mai Sơn,,Tra Oolong Dau Mai Son,,,tra-oolong-dau-mai-son-1881,0,0.0,0,,,,,1088,Trà Trái Cây,,,KTN01040,0.0,59000.0,"59,000₫",59000.0,"59,000₫",0.0,,0.0,,,,,[],False,OolongDauMaiSon-800x800.jpg,,,[],True,,[],[],[],[],10,False,,False,0,KATINAT,,Products/katinat/tra-oolong-dau-mai-son-1881,,Ly,Ly,,,0,,,1088,0,False,2,,,,False,,59000.0,,54629.62962962963,59000.0,8,True,OolongDauMaiSon-800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/full/OolongDauMaiSon-800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/medium/OolongDauMaiSon-800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/thumbnail/OolongDauMaiSon-800x800.jpg
1891,0,Trà Xanh Lài Sữa,,Tra Xanh Lai Sua,,,tra-xanh-lai-sua-1891,0,0.0,0,,,,,1089,Trà Sữa,,,KTN01050,0.0,44000.0,"44,000₫",44000.0,"44,000₫",0.0,,0.0,,,,,[],False,DRINK_Trà-Xanh-Lài-Sữa_800x800.jpg,,,[],True,,[],[],[],[],40,False,,True,0,KATINAT,,Products/katinat/tra-xanh-lai-sua-1891,,Ly,Ly,,,0,,,1089,0,False,0,,"L , M ",,False,,44000.0,,40740.74074074074,44000.0,8,True,DRINK_Trà-Xanh-Lài-Sữa_800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/full/DRINK_Tr%C3%A0-Xanh-L%C3%A0i-S%E1%BB%AFa_800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/medium/DRINK_Tr%C3%A0-Xanh-L%C3%A0i-S%E1%BB%AFa_800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/thumbnail/DRINK_Tr%C3%A0-Xanh-L%C3%A0i-S%E1%BB%AFa_800x800.jpg
1885,0,Trà Oolong Nướng Sữa,,Tra Oolong Nuong Sua,,,tra-oolong-nuong-sua-1885,1,1.6666666666666667,0,,,,,1089,Trà Sữa,,,KTN01044,0.0,44000.0,"44,000₫",44000.0,"44,000₫",0.0,,0.0,,,,,[],False,DRINK_Trà-Oolong-Nướng-Sữa_800x800.jpg,,,[],True,,[],[],[],[],30,False,,True,0,KATINAT,,Products/katinat/tra-oolong-nuong-sua-1885,,Ly,Ly,,,0,,,1089,0,False,0,,"L , M ",,False,,44000.0,,40740.74074074074,44000.0,8,True,DRINK_Trà-Oolong-Nướng-Sữa_800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/full/DRINK_Tr%C3%A0-Oolong-N%C6%B0%E1%BB%9Bng-S%E1%BB%AFa_800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/medium/DRINK_Tr%C3%A0-Oolong-N%C6%B0%E1%BB%9Bng-S%E1%BB%AFa_800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/thumbnail/DRINK_Tr%C3%A0-Oolong-N%C6%B0%E1%BB%9Bng-S%E1%BB%AFa_800x800.jpg
1888,0,Trà Oolong Tứ Quý Sữa,,Tra Oolong Tu Quy Sua,,,tra-oolong-tu-quy-sua-1888,0,0.0,0,,,,,1089,Trà Sữa,,,KTN01047,0.0,44000.0,"44,000₫",44000.0,"44,000₫",0.0,,0.0,,,,,[],False,DRINK_Trà-Oolong-Tứ-Quý-Sữa_800x800.jpg,,,[],True,,[],[],[],[],20,False,,True,0,KATINAT,,Products/katinat/tra-oolong-tu-quy-sua-1888,,Ly,Ly,,,0,,,1089,0,False,0,,"L , M ",,False,,44000.0,,40740.74074074074,44000.0,8,True,DRINK_Trà-Oolong-Tứ-Quý-Sữa_800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/full/DRINK_Tr%C3%A0-Oolong-T%E1%BB%A9-Qu%C3%BD-S%E1%BB%AFa_800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/medium/DRINK_Tr%C3%A0-Oolong-T%E1%BB%A9-Qu%C3%BD-S%E1%BB%AFa_800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/thumbnail/DRINK_Tr%C3%A0-Oolong-T%E1%BB%A9-Qu%C3%BD-S%E1%BB%AFa_800x800.jpg
1883,0,Trà Sữa Chôm Chôm,,Tra Sua Chom Chom,,,tra-sua-chom-chom-1883,2,2.5,0,,,,,1089,Trà Sữa,,,KTN01042,0.0,59000.0,"59,000₫",59000.0,"59,000₫",0.0,,0.0,,,,,[],False,DRINK_Trà-Sữa-Chôm-Chôm_800x800.jpg,,,[],True,,[],[],[],[],10,False,,True,0,KATINAT,,Products/katinat/tra-sua-chom-chom-1883,,Ly,Ly,,,0,,,1089,0,False,0,,L ,,False,,59000.0,,54629.62962962963,59000.0,8,True,DRINK_Trà-Sữa-Chôm-Chôm_800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/full/DRINK_Tr%C3%A0-S%E1%BB%AFa-Ch%C3%B4m-Ch%C3%B4m_800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/medium/DRINK_Tr%C3%A0-S%E1%BB%AFa-Ch%C3%B4m-Ch%C3%B4m_800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/thumbnail/DRINK_Tr%C3%A0-S%E1%BB%AFa-Ch%C3%B4m-Ch%C3%B4m_800x800.jpg
1921,4,1 shot espresso,,1 shot espresso,,,1-shot-espresso-1921,0,0.0,0,,,,,1091,Topping,,,E00001,0.0,15000.0,"15,000₫",15000.0,"15,000₫",0.0,,0.0,,,,,[],False,,,,[],True,,[],[],[],[],140,False,,False,0,KATINAT,,Products/katinat/1-shot-espresso-1921,,1,Phần,,,0,,,1091,0,False,0,,,,False,,15000.0,,13888.888888888889,15000.0,8,True,,,,
1920,4,Dứa,,Dua,,,dua-1920,0,0.0,0,,,,,1091,Topping,,,E00020,0.0,15000.0,"15,000₫",15000.0,"15,000₫",0.0,,0.0,,,,,[],False,,,,[],True,,[],[],[],[],130,False,,False,0,KATINAT,,Products/katinat/dua-1920,,1,Phần,,,0,,,1091,0,False,0,,,,False,,15000.0,,13888.888888888889,15000.0,8,True,,,,
1919,4,Nhãn,,Nhan,,,nhan-1919,0,0.0,0,,,,,1091,Topping,,,E00007,0.0,15000.0,"15,000₫",15000.0,"15,000₫",0.0,,0.0,,,,,[],False,,,,[],True,,[],[],[],[],120,False,,False,0,KATINAT,,Products/katinat/nhan-1919,,1,Phần,,,0,,,1091,0,False,0,,,,False,,15000.0,,13888.888888888889,15000.0,8,True,,,,
1918,4,Vải,,Vai,,,vai-1918,0,0.0,0,,,,,1091,Topping,,,E00010,0.0,15000.0,"15,000₫",15000.0,"15,000₫",0.0,,0.0,,,,,[],False,,,,[],True,,[],[],[],[],110,False,,False,0,KATINAT,,Products/katinat/vai-1918,,1,Phần,,,0,,,1091,0,False,0,,,,False,,15000.0,,13888.888888888889,15000.0,8,True,,,,
1917,4,Đào,,Dao,,,dao-1917,0,0.0,0,,,,,1091,Topping,,,E00009,0.0,15000.0,"15,000₫",15000.0,"15,000₫",0.0,,0.0,,,,,[],False,,,,[],True,,[],[],[],[],100,False,,False,0,KATINAT,,Products/katinat/dao-1917,,1,Phần,,,0,,,1091,0,False,1,,,,False,,15000.0,,13888.888888888889,15000.0,8,True,,,,
1916,4,Chôm chôm,,Chom chom,,,chom-chom-1916,0,0.0,0,,,,,1091,Topping,,,E00006,0.0,15000.0,"15,000₫",15000.0,"15,000₫",0.0,,0.0,,,,,[],False,,,,[],True,,[],[],[],[],90,False,,False,0,KATINAT,,Products/katinat/chom-chom-1916,,1,Phần,,,0,,,1091,0,False,1,,,,False,,15000.0,,13888.888888888889,15000.0,8,True,,,,
1913,4,Thạch hồng đài,,Thach hong dai,,,thach-hong-dai-1913,0,0.0,0,,,,,1091,Topping,,,E00019,0.0,12000.0,"12,000₫",12000.0,"12,000₫",0.0,,0.0,,,,,[],False,11564c6842a690f8c9b7-(1).jpg,,,[],True,,[],[],[],[],70,False,,False,0,KATINAT,,Products/katinat/thach-hong-dai-1913,,1,Phần,,,0,,,1091,0,False,18,,,,False,,12000.0,,11111.111111111111,12000.0,8,True,11564c6842a690f8c9b7-(1).jpg,https://d1b9ugfoh8ldpi.cloudfront.net/full/11564c6842a690f8c9b7-(1).jpg,https://d1b9ugfoh8ldpi.cloudfront.net/medium/11564c6842a690f8c9b7-(1).jpg,https://d1b9ugfoh8ldpi.cloudfront.net/thumbnail/11564c6842a690f8c9b7-(1).jpg
1912,4,Trân châu trắng,,Tran chau trang,,,tran-chau-trang-1912,0,0.0,0,,,,,1091,Topping,,,E00015,0.0,10000.0,"10,000₫",10000.0,"10,000₫",0.0,,0.0,,,,,"[""msweb-brand.png""]",False,5f4d604f6e81bcdfe590.jpg,,,"[{""dir"": ""msweb-brand.png"", ""full"": ""https://d1b9ugfoh8ldpi.cloudfront.net/full/msweb-brand.png"", ""medium"": ""https://d1b9ugfoh8ldpi.cloudfront.net/medium/msweb-brand.png"", ""thumbnail"": ""https://d1b9ugfoh8ldpi.cloudfront.net/thumbnail/msweb-brand.png""}]",True,,[],[],[],[],60,False,,False,0,KATINAT,,Products/katinat/tran-chau-trang-1912,,1,Phần,,,0,,,1091,0,False,59,,,,False,,10000.0,,9259.25925925926,10000.0,8,True,5f4d604f6e81bcdfe590.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/full/5f4d604f6e81bcdfe590.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/medium/5f4d604f6e81bcdfe590.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/thumbnail/5f4d604f6e81bcdfe590.jpg
1911,4,Trân châu Caramel,,Tran chau Caramel,,,tran-chau-caramel-1911,0,0.0,0,,,,,1091,Topping,,,E00013,0.0,10000.0,"10,000₫",10000.0,"10,000₫",0.0,,0.0,,,,,[],False,d75e715e7f90adcef481.jpg,,,[],True,,[],[],[],[],50,False,,False,0,KATINAT,,Products/katinat/tran-chau-caramel-1911,,1,Phần,,,0,,,1091,0,False,6,,,,False,,10000.0,,9259.25925925926,10000.0,8,True,d75e715e7f90adcef481.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/full/d75e715e7f90adcef481.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/medium/d75e715e7f90adcef481.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/thumbnail/d75e715e7f90adcef481.jpg
1910,0,Kem sữa phô mai,,Kem sua pho mai,,,kem-sua-pho-mai-1910,0,0.0,0,,,,,1091,Topping,,,KTN01069,0.0,15000.0,"15,000₫",15000.0,"15,000₫",0.0,,0.0,,,,,[],False,f6f6b8c8b60664583d17.jpg,,,[],True,,[],[],[],[],40,False,,False,0,KATINAT,,Products/katinat/kem-sua-pho-mai-1910,,1,Phần,,,0,,,1091,0,False,31,,,,False,,15000.0,,13888.888888888889,15000.0,8,True,f6f6b8c8b60664583d17.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/full/f6f6b8c8b60664583d17.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/medium/f6f6b8c8b60664583d17.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/thumbnail/f6f6b8c8b60664583d17.jpg
1896,0,Bánh Flan,,Banh Flan,,,banh-flan-1896,1,5.0,0,,,,,1091,Topping,,,KTN01055,0.0,15000.0,"15,000₫",15000.0,"15,000₫",0.0,,0.0,,,,,[],False,TOPPING_Bánh-Flan_800x800.jpg,,,[],True,,[],[],[],[],30,False,,False,0,KATINAT,,Products/katinat/banh-flan-1896,,1,Phần,,,0,,,1091,0,False,41,,,,False,,15000.0,,13888.888888888889,15000.0,8,True,TOPPING_Bánh-Flan_800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/full/TOPPING_Ba%CC%81nh-Flan_800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/medium/TOPPING_Ba%CC%81nh-Flan_800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/thumbnail/TOPPING_Ba%CC%81nh-Flan_800x800.jpg
1895,4,Trân Châu Phô Mai Dẻo (4 viên),,Tran Chau Pho Mai Deo (4 vien),,,tran-chau-pho-mai-deo-4-vien--1895,1,5.0,0,,,,,1091,Topping,,,E00016,0.0,15000.0,"15,000₫",15000.0,"15,000₫",0.0,,0.0,,,,,[],False,TOPPING_Phô-Mai-Viên_800x800.jpg,,,[],True,,[],[],[],[],20,False,,False,0,KATINAT,,Products/katinat/tran-chau-pho-mai-deo-4-vien--1895,,1,Phần,,,0,,,1091,0,False,76,,,,False,,15000.0,,13888.888888888889,15000.0,8,True,TOPPING_Phô-Mai-Viên_800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/full/TOPPING_Ph%C3%B4-Mai-Vi%C3%AAn_800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/medium/TOPPING_Ph%C3%B4-Mai-Vi%C3%AAn_800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/thumbnail/TOPPING_Ph%C3%B4-Mai-Vi%C3%AAn_800x800.jpg
1894,4,Viên Phô Mai Jumbo (3 viên),,Vien Pho Mai Jumbo (3 vien),,,vien-pho-mai-jumbo-3-vien--1894,2,5.0,0,,,,,1091,Topping,,,E00018,0.0,15000.0,"15,000₫",15000.0,"15,000₫",0.0,,0.0,,,,,[],False,TOPPING_Phô-Mai-Jumbo_800x800.jpg,,,[],True,,[],[],[],[],10,False,,False,0,KATINAT,,Products/katinat/vien-pho-mai-jumbo-3-vien--1894,,1,Phần,,,0,,,1091,0,False,56,,,,False,,15000.0,,13888.888888888889,15000.0,8,True,TOPPING_Phô-Mai-Jumbo_800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/full/TOPPING_Ph%C3%B4-Mai-Jumbo_800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/medium/TOPPING_Ph%C3%B4-Mai-Jumbo_800x800.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/thumbnail/TOPPING_Ph%C3%B4-Mai-Jumbo_800x800.jpg
1987,4,Túi Canvas Chôm Chôm,,,Kích thước 33Wx38Hx10L cm,,tui-canvas--1987,0,0.0,0,Kích thước 33Wx38Hx10L cm,,,,1100,Merchandise,,,P00014,0.0,68000.0,"68,000₫",68000.0,"68,000₫",0.0,,0.0,,,,,[],False,,,,[],True,,[],[],[],[],30,False,,False,0,KATINAT,,Products/katinat/tui-canvas--1987,,2,Cái,,,0,,,1100,0,False,2,,Kích thước 33Wx38Hx10L cm,,False,,68000.0,,62962.96296296296,68000.0,8,True,,,,
1984,4,Chai giữ nhiệt màu hồng 500ml-KL13,,,,,binh-giu-nhiet-mau-hong-katinat-dai--1984,0,0.0,0,"Bình cách nhiệt làm từ thép không gỉ 304, nắp là thép không gỉ, logo khắc laze, dung tích 500ml.",,,,1100,Merchandise,,,P00023,0.0,259000.0,"259,000₫",259000.0,"259,000₫",0.0,,0.0,,,,,[],False,393713552_316586741070193_6451447051562003352_n.jpg,,,[],True,,[],[],[],[],20,False,,False,0,KATINAT,,Products/katinat/binh-giu-nhiet-mau-hong-katinat-dai--1984,,2,Cái,,,0,,,1100,0,False,0,,,,False,,259000.0,,239814.8148148148,259000.0,8,True,393713552_316586741070193_6451447051562003352_n.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/full/393713552_316586741070193_6451447051562003352_n.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/medium/393713552_316586741070193_6451447051562003352_n.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/thumbnail/393713552_316586741070193_6451447051562003352_n.jpg
1983,4,Bình giữ nhiệt màu hồng 450ml-Y65,,Bình giữ nhiệt màu hồng Katinat (tròn),,,binh-giu-nhiet-mau-hong-katinat-tron--1983,0,0.0,0,"Bình cách nhiệt làm từ thép không gỉ 304, nắp nhựa PP, miệng ống hút bằng silicone, logo khắc laze, bình 1 nút bấm mở nắp tiện dụng, có khoá gạt chống bung,dung tích 450ml.",,,,1100,Merchandise,,,P00022,0.0,289000.0,"289,000₫",289000.0,"289,000₫",0.0,,0.0,,,,,[],False,393692495_316586751070192_783646210808805772_n.jpg,,,[],True,,[],[],[],[],10,False,,False,0,KATINAT,,Products/katinat/binh-giu-nhiet-mau-hong-katinat-tron--1983,,2,Cái,,,0,,,1100,0,False,0,,,,False,,289000.0,,267592.5925925926,289000.0,8,True,393692495_316586751070192_783646210808805772_n.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/full/393692495_316586751070192_783646210808805772_n.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/medium/393692495_316586751070192_783646210808805772_n.jpg,https://d1b9ugfoh8ldpi.cloudfront.net/thumbnail/393692495_316586751070192_783646210808805772_n.jpg
1995,4,Bình giữ nhiệt LocknLock Energetic Tumbler - 550ml,,,,,binh-giu-nhiet-locknlock-energetic-tumbler-550ml-1995,0,0.0,0,"Bình cách nhiệt làm từ thép không gỉ, nắp nhựa PP, miếng lót đế bằng silicone, bình thiết kế khóa 1 chạm tiện lợi",,"<p>B&igrave;nh c&aacute;ch nhiệt l&agrave;m từ th&eacute;p kh&ocirc;ng gỉ, nắp nhựa PP, miếng l&oacute;t đế bằng silicone, b&igrave;nh thiết kế kh&oacute;a 1 chạm tiện lợi</p>",,1100,Merchandise,,,P00017,0.0,441000.0,"441,000₫",441000.0,"441,000₫",0.0,,0.0,,,,,[],False,,,,[],True,,[],[],[],[],0,False,,False,0,KATINAT,,Products/katinat/binh-giu-nhiet-locknlock-energetic-tumbler-550ml-1995,,2,Cái,,,0,,,1100,0,False,0,,,,False,,441000.0,,408333.3333333333,441000.0,8,True,,,,
1990,4,TRÀ OLONG TỨ QUÝ THƯỢNG HẠNG HỘP 100GR,,,,,hop-tra-oolong-tu-quy--1990,0,0.0,0,"Oolong tứ quý thức trà di sản từ vùng đất bảo lộc trứ danh, một trong những dòng trà oolong cao cấp nhất, trà oolong tứ quý được Katinat chọn lọc kĩ lưỡng, bằng sự nghiêm ngặt và tỉ mỉ trong công đoạn thu hoạch và chế biến, trà oolong tứ quý mang đến vị trà tinh tế, đậm đà, hậu vị ngọt thanh",,,,1100,Merchandise,,,P00020,0.0,231000.0,"231,000₫",231000.0,"231,000₫",0.0,,0.0,,,,,[],False,,,,[],True,,[],[],[],[],0,False,,False,0,KATINAT,,Products/katinat/hop-tra-oolong-tu-quy--1990,,2,Cái,,,0,,,1100,0,False,0,,,,False,,231000.0,,213888.88888888888,231000.0,8,True,,,,
1989,4,Cà Phê 1698 (250gr),,,,,ca-phe-1698--1989,0,0.0,0,"Dòng cà phê 1698 từ hạt ARABICA và ROBUSTA là sự hài hòa và chỉnh chu về vị ngọt của quả mọng, mùi thơm của trái cây khô, dậy lên vị béo của socola và hạt phỉ rang đặc trưng",,"<p>D&ograve;ng c&agrave; ph&ecirc; 1698 từ hạt ARABICA v&agrave; ROBUSTA l&agrave; sự h&agrave;i h&ograve;a v&agrave; chỉnh chu về vị ngọt của quả mọng, m&ugrave;i thơm của tr&aacute;i c&acirc;y kh&ocirc;, dậy l&ecirc;n vị b&eacute;o của socola v&agrave; hạt phỉ rang đặc trưng</p>",,1100,Merchandise,,,P00016,0.0,133000.0,"133,000₫",133000.0,"133,000₫",0.0,,0.0,,,,,[],False,,,,[],True,,[],[],[],[],0,False,,False,0,KATINAT,,Products/katinat/ca-phe-1698--1989,,1,Phần,,,0,,,1100,0,False,0,,,,False,,133000.0,,123148.14814814815,133000.0,8,True,,,,
1988,4,Cà Phê 1865 (250gr),,,,,ca-phe-1865--1988,0,0.0,0,"Dòng cà phê 1865 từ hạt ARABICA và ROBUSTA được rang và xay theo công thức đặc biệt vẫn giữ được vị nguyên chất vốn có, hương vị đầy cuốn hút của trái cây ngọt và kết thúc bằng vị béo ngậy ấn tượng của socola.",,"<p>D&ograve;ng c&agrave; ph&ecirc; 1865 từ hạt ARABICA v&agrave; ROBUSTA được rang v&agrave; xay theo c&ocirc;ng thức đặc biệt vẫn giữ được vị nguy&ecirc;n chất vốn c&oacute;, hương vị đầy cuốn h&uacute;t của tr&aacute;i c&acirc;y ngọt v&agrave; kết th&uacute;c bằng vị b&eacute;o ngậy ấn tượng của socola.</p>",,1100,Merchandise,,,P00015,0.0,123000.0,"123,000₫",123000.0,"123,000₫",0.0,,0.0,,,,,[],False,,,,[],True,,[],[],[],[],0,False,,False,0,KATINAT,,Products/katinat/ca-phe-1865--1988,,2,Cái,,,0,,,1100,0,False,0,,,,False,,123000.0,,113888.88888888889,123000.0,8,True,,,,
